ev:        4509  track:           0 phi: 2445, theta:  51
ev:        4519  track:           0 phi: 4958, theta:  20
ev:        4529  track:           0 phi: 4108, theta:  19
ev:        4539  track:           0 phi: 3889, theta: 105
ev:        4549  track:           0 phi: 3924, theta:  43
ev:        4559  track:           0 phi: 2184, theta: 104
ev:        4569  track:           0 phi:  292, theta:   8
ev:        4579  track:           0 phi: 1284, theta:  21
ev:        4589  track:           0 phi: 1986, theta:  21
ev:        4599  track:           0 phi: 3528, theta:  72
ev:        4609  track:           0 phi: 3548, theta:  47
ev:        4619  track:           0 phi: 3040, theta:  48
ev:        4629  track:           0 phi:  820, theta:  27
ev:        4639  track:           0 phi: 3524, theta:  76
ev:        4649  track:           0 phi: 1601, theta:  70
ev:        4659  track:           0 phi: 3980, theta:  19
ev:        4669  track:           0 phi: 2164, theta:  25
ev:        4679  track:           0 phi:  468, theta:  13
ev:        4689  track:           0 phi: 1188, theta:   9
ev:        4699  track:           0 phi: 4040, theta:  64
ev:        4709  track:           0 phi: 1644, theta:   6
ev:        4719  track:           0 phi:  148, theta:  16
ev:        4729  track:           0 phi: 1740, theta:  81
ev:        4739  track:           0 phi: 3780, theta:  14
ev:        4749  track:           0 phi:  832, theta:  48
ev:        4759  track:           0 phi:  268, theta:  14
ev:        4769  track:           0 phi: 4318, theta:  10
ev:        4779  track:           0 phi: 3022, theta:  40
ev:        4789  track:           0 phi: 2860, theta:  10
ev:        4799  track:           0 phi: 4444, theta:   8
ev:        4809  track:           0 phi: 2948, theta:  75
ev:        4819  track:           0 phi: 3940, theta:  83
ev:        4829  track:           0 phi: 1328, theta:  76
ev:        4839  track:           0 phi: 3772, theta:  34
ev:        4849  track:           0 phi: 1656, theta:  69
ev:        4859  track:           0 phi: 2988, theta:  73
ev:        4869  track:           0 phi: 3128, theta:  53
ev:        4879  track:           0 phi: 2494, theta:  86
ev:        4889  track:           0 phi: 2881, theta: 106
ev:        4899  track:           0 phi:  832, theta:  76
ev:        4909  track:           0 phi: 3662, theta:  36
ev:        4919  track:           0 phi: 1804, theta:  38
ev:        4929  track:           0 phi: 3528, theta:  51
ev:        4939  track:           0 phi:  948, theta:  35
ev:        4949  track:           0 phi: 3240, theta:  89
ev:        4959  track:           0 phi: 3060, theta:  32
ev:        4969  track:           0 phi: 3190, theta:  21
ev:        4979  track:           0 phi: 1860, theta:  68
